source_intersection,dest_intersection,intersection_topology,zone_type,time_of_day,day_of_week,weather_severity,road_friction,elevation_gradient,speed_limit,congestion_raw,traffic_volume_10hr,avg_speed_10hr,accident_occurred
25,22,4-Way,Commercial,Evening_Rush,Weekday,3.39,0.86,0.8,45,40.06,"[261, 220, 285, 210, 288, 242, 203, 253, 153, 222]","[42.2, 31.6, 27.6, 28.8, 47.1, 40.1, 37.8, 45.2, 38.5, 41.8]",0
32,25,Roundabout,Residential,Midday,Weekday,5.62,0.9,-5.7,75,29.5,"[251, 226, 264, 288, 240, 226, 232, 135, 264, 189]","[70.6, 67.0, 68.0, 71.0, 62.9, 69.3, 68.8, 66.6, 62.9, 70.5]",0
41,47,4-Way,Commercial,Morning_Rush,Weekday,7.6,0.25,1.6,75,72.77,"[670, 611, 492, 547, 593, 668, 441, 543, 559, 591]","[72.4, 67.9, 61.0, 52.9, 48.1, 40.6, 36.0, 26.6, 21.8, 13.4]",1
29,46,Highway-Exit,Commercial,Midday,Weekend,5.91,0.42,-5.2,75,75.84,"[540, 629, 623, 558, 573, 454, 740, 668, 665, 440]","[73.8, 67.7, 57.8, 56.8, 51.2, 45.8, 32.9, 28.6, 24.3, 14.5]",1
0,13,T-Junction,Residential,Evening_Rush,Weekday,4.18,0.82,-4.3,75,24.56,"[221, 156, 306, 249, 213, 264, 257, 258, 239, 331]","[66.8, 75.6, 70.3, 69.3, 66.9, 72.4, 68.1, 62.8, 62.7, 69.6]",0
45,47,T-Junction,Industrial,Midday,Weekday,3.2,0.83,-1.4,75,53.07,"[204, 246, 302, 265, 213, 320, 277, 300, 136, 266]","[71.7, 76.0, 60.2, 73.5, 75.7, 57.4, 69.9, 70.6, 65.9, 65.0]",0
7,30,T-Junction,Residential,Midday,Weekday,5.4,0.0,-5.3,60,87.9,"[666, 538, 578, 681, 775, 653, 613, 548, 498, 710]","[59.7, 57.0, 48.7, 42.7, 39.5, 33.2, 25.6, 26.3, 16.1, 13.9]",1
0,26,T-Junction,Commercial,Morning_Rush,Weekend,4.03,0.75,-2.4,75,66.66,"[292, 187, 199, 234, 206, 336, 239, 294, 275, 263]","[67.7, 73.7, 63.4, 76.1, 61.1, 71.4, 60.5, 65.9, 68.0, 65.1]",0
45,8,Roundabout,Residential,Morning_Rush,Weekday,1.69,0.78,-6.0,45,55.04,"[240, 180, 200, 274, 251, 215, 316, 189, 231, 224]","[43.6, 40.7, 40.0, 31.3, 44.8, 39.4, 41.1, 36.8, 36.0, 48.0]",0
9,22,Roundabout,Commercial,Late_Night,Weekday,1.78,0.91,-9.2,30,40.41,"[161, 197, 324, 282, 233, 312, 272, 261, 261, 273]","[29.5, 38.0, 26.0, 26.2, 20.8, 26.7, 36.3, 31.9, 24.3, 27.2]",0
31,9,T-Junction,Commercial,Evening_Rush,Weekday,1.94,0.74,5.1,60,40.01,"[185, 201, 257, 225, 197, 274, 245, 171, 146, 221]","[46.1, 44.7, 59.6, 53.5, 52.7, 53.1, 48.3, 56.1, 53.3, 50.2]",0
39,46,Highway-Exit,Industrial,Evening_Rush,Weekday,5.71,0.88,-6.5,45,28.85,"[219, 188, 229, 238, 228, 252, 246, 261, 297, 279]","[45.3, 36.3, 38.0, 43.8, 43.9, 37.1, 43.6, 35.8, 42.9, 40.4]",0
1,22,T-Junction,Commercial,Morning_Rush,Weekend,0.0,0.8,-0.9,30,45.4,"[180, 228, 359, 260, 365, 177, 287, 123, 249, 281]","[31.2, 23.0, 32.2, 24.3, 26.2, 24.8, 21.3, 34.8, 27.2, 32.4]",0
30,9,Highway-Exit,Commercial,Evening_Rush,Weekday,3.79,0.78,3.8,60,61.76,"[302, 201, 310, 275, 197, 272, 198, 330, 290, 246]","[60.3, 46.1, 50.3, 52.7, 65.2, 48.6, 45.5, 46.8, 58.5, 51.0]",0
3,1,4-Way,Commercial,Midday,Weekend,3.07,0.82,-3.1,75,25.94,"[242, 288, 242, 260, 276, 228, 241, 262, 293, 210]","[52.4, 70.9, 72.1, 68.5, 68.8, 64.7, 70.0, 71.8, 67.8, 80.0]",0
11,36,Roundabout,Industrial,Midday,Weekday,0.0,0.76,-4.1,60,9.33,"[171, 258, 191, 293, 170, 183, 218, 263, 220, 220]","[53.1, 52.8, 61.4, 57.4, 52.4, 64.5, 56.5, 49.2, 55.3, 56.7]",0
30,39,T-Junction,Residential,Midday,Weekday,3.62,0.76,1.1,75,54.06,"[215, 197, 254, 231, 323, 287, 217, 271, 313, 180]","[62.4, 67.4, 67.7, 67.2, 65.9, 65.9, 69.4, 73.2, 65.1, 79.7]",0
40,37,T-Junction,Residential,Morning_Rush,Weekday,3.95,0.63,5.6,75,46.49,"[348, 316, 281, 350, 235, 208, 223, 199, 256, 264]","[68.5, 67.4, 68.2, 76.2, 70.6, 72.1, 68.5, 59.4, 58.4, 77.9]",0
22,37,Roundabout,Residential,Evening_Rush,Weekday,4.18,0.78,-5.8,75,17.6,"[223, 219, 262, 277, 283, 338, 325, 209, 298, 230]","[66.8, 62.0, 59.0, 67.3, 62.7, 72.1, 66.1, 69.0, 74.3, 60.1]",0
32,0,4-Way,Commercial,Midday,Weekday,6.26,0.63,-0.8,30,98.7,"[527, 618, 631, 710, 686, 609, 630, 633, 453, 584]","[30.5, 28.3, 22.8, 19.5, 18.9, 20.6, 12.4, 13.7, 11.8, 6.1]",1
7,47,4-Way,Commercial,Morning_Rush,Weekday,5.73,0.75,-8.7,60,22.82,"[216, 275, 259, 207, 217, 272, 296, 233, 246, 283]","[53.1, 52.5, 50.2, 50.1, 67.3, 53.0, 60.8, 62.4, 53.1, 55.8]",0
48,17,4-Way,Commercial,Morning_Rush,Weekday,1.52,0.84,-2.0,75,25.51,"[255, 169, 172, 252, 228, 344, 238, 347, 226, 345]","[70.0, 70.3, 64.9, 70.4, 76.0, 66.8, 65.8, 66.3, 75.6, 71.8]",0
15,34,Roundabout,Commercial,Morning_Rush,Weekday,4.37,0.87,0.2,45,33.53,"[322, 265, 251, 271, 303, 237, 318, 268, 129, 294]","[34.1, 44.8, 45.0, 42.1, 43.2, 46.0, 38.0, 44.5, 46.3, 49.3]",0
14,6,Roundabout,Commercial,Morning_Rush,Weekday,4.48,0.82,-4.3,60,34.67,"[194, 270, 201, 199, 267, 253, 307, 232, 243, 260]","[49.7, 50.4, 59.6, 51.3, 59.9, 57.0, 46.3, 56.7, 56.6, 56.1]",0
40,43,Highway-Exit,Industrial,Midday,Weekend,1.25,0.9,-2.3,45,26.98,"[242, 202, 317, 244, 205, 272, 212, 202, 231, 216]","[35.9, 44.5, 39.9, 46.8, 36.2, 31.9, 41.2, 49.8, 43.2, 56.6]",0
39,41,Roundabout,Commercial,Evening_Rush,Weekday,4.32,0.86,-7.0,30,24.84,"[266, 261, 142, 271, 258, 229, 243, 246, 241, 354]","[25.1, 27.8, 25.0, 30.9, 27.9, 25.6, 17.4, 28.2, 25.5, 26.7]",0
25,21,Highway-Exit,Commercial,Morning_Rush,Weekday,2.23,0.77,0.4,30,35.42,"[190, 321, 292, 321, 307, 279, 192, 342, 203, 236]","[30.5, 30.8, 29.9, 25.0, 24.0, 39.7, 26.8, 26.2, 23.4, 28.2]",0
13,24,Roundabout,Commercial,Morning_Rush,Weekday,0.0,0.75,5.3,60,43.35,"[259, 249, 269, 338, 220, 252, 217, 264, 221, 223]","[46.7, 54.5, 56.1, 63.3, 56.3, 51.8, 47.2, 47.9, 47.5, 63.4]",0
11,41,T-Junction,Commercial,Midday,Weekend,5.34,0.83,-5.5,30,33.67,"[264, 220, 202, 207, 219, 315, 248, 177, 365, 192]","[24.0, 33.6, 29.1, 24.7, 20.8, 22.2, 22.5, 27.0, 28.0, 26.3]",0
26,22,4-Way,Industrial,Evening_Rush,Weekend,1.45,0.86,-3.1,30,63.17,"[248, 197, 264, 314, 241, 240, 254, 305, 205, 322]","[29.1, 27.1, 33.1, 21.1, 29.6, 29.2, 22.3, 29.3, 28.4, 26.1]",0
46,8,Roundabout,Commercial,Midday,Weekday,1.29,0.94,2.5,60,50.16,"[293, 221, 263, 243, 219, 275, 239, 176, 159, 289]","[47.9, 55.4, 54.3, 52.2, 63.8, 54.9, 57.8, 55.4, 52.8, 53.9]",0
30,26,Roundabout,Commercial,Midday,Weekend,2.19,0.92,6.1,45,8.18,"[322, 304, 347, 261, 206, 227, 190, 288, 220, 97]","[52.8, 37.6, 37.6, 48.9, 34.5, 46.2, 37.6, 33.9, 49.0, 45.1]",0
3,10,4-Way,Residential,Midday,Weekday,3.54,0.75,-7.5,75,50.47,"[296, 268, 279, 188, 255, 203, 180, 270, 307, 230]","[66.4, 61.8, 67.5, 71.3, 71.5, 70.2, 64.4, 64.2, 71.5, 71.6]",0
29,26,Highway-Exit,Commercial,Late_Night,Weekday,8.74,0.48,-0.8,60,96.35,"[582, 557, 716, 564, 674, 586, 495, 761, 612, 528]","[57.2, 52.1, 48.6, 47.9, 37.5, 36.2, 27.7, 20.3, 16.4, 9.4]",1
3,39,Highway-Exit,Commercial,Morning_Rush,Weekend,4.1,0.87,1.4,60,31.31,"[207, 205, 154, 325, 260, 215, 261, 208, 116, 397]","[54.9, 51.1, 44.3, 46.5, 62.3, 61.5, 57.8, 48.4, 61.5, 56.2]",0
30,27,Roundabout,Commercial,Evening_Rush,Weekend,0.32,0.91,-0.5,75,10.1,"[282, 272, 174, 190, 224, 282, 180, 241, 241, 289]","[70.9, 62.4, 74.7, 61.7, 73.0, 64.7, 68.3, 68.6, 68.5, 70.9]",0
33,17,Highway-Exit,Residential,Late_Night,Weekday,10.0,0.0,-12.4,45,89.23,"[639, 678, 646, 473, 626, 543, 489, 571, 618, 624]","[47.1, 43.6, 37.7, 34.0, 29.2, 26.5, 22.0, 16.9, 17.3, 7.9]",1
3,35,T-Junction,Industrial,Midday,Weekend,2.77,0.79,2.5,75,39.85,"[322, 182, 290, 321, 154, 256, 285, 262, 268, 256]","[62.0, 79.3, 65.0, 69.7, 64.3, 56.1, 62.9, 60.3, 73.0, 64.5]",0
19,33,4-Way,Residential,Evening_Rush,Weekday,6.8,0.67,7.6,75,17.57,"[224, 196, 254, 214, 299, 265, 221, 292, 250, 251]","[60.2, 67.1, 69.1, 74.2, 63.7, 78.9, 70.3, 59.9, 63.3, 74.6]",0
17,12,T-Junction,Commercial,Midday,Weekend,2.77,0.7,0.6,45,10.98,"[312, 250, 257, 191, 316, 200, 292, 317, 252, 298]","[49.7, 41.8, 39.6, 40.2, 36.8, 36.7, 42.7, 39.7, 42.1, 33.1]",0
46,45,T-Junction,Industrial,Midday,Weekday,5.17,0.83,-5.2,45,38.25,"[245, 301, 194, 250, 157, 184, 290, 234, 341, 271]","[43.2, 35.1, 38.6, 36.8, 35.2, 43.8, 44.8, 42.5, 36.4, 42.2]",0
7,29,4-Way,Commercial,Midday,Weekday,3.08,0.83,-2.6,75,35.34,"[154, 316, 185, 193, 255, 260, 246, 194, 306, 165]","[60.1, 67.0, 61.2, 73.6, 61.6, 75.3, 72.7, 73.7, 76.9, 67.9]",0
41,27,Roundabout,Commercial,Morning_Rush,Weekday,2.03,0.69,8.8,75,31.65,"[199, 244, 221, 214, 257, 234, 212, 237, 277, 297]","[59.5, 66.0, 66.8, 61.6, 66.9, 68.2, 70.1, 67.9, 63.1, 77.6]",0
1,21,T-Junction,Commercial,Morning_Rush,Weekday,2.51,0.8,4.5,60,38.33,"[291, 277, 300, 262, 314, 252, 250, 281, 328, 325]","[57.0, 56.6, 57.5, 58.9, 60.5, 52.8, 60.6, 55.7, 57.3, 60.9]",0
8,23,Roundabout,Commercial,Midday,Weekday,2.66,0.86,3.2,45,17.94,"[287, 295, 230, 324, 284, 256, 305, 379, 191, 209]","[53.9, 42.6, 41.5, 39.9, 46.5, 53.6, 37.2, 40.0, 38.7, 44.2]",0
15,46,Roundabout,Residential,Evening_Rush,Weekday,4.21,0.68,1.8,30,31.3,"[311, 331, 288, 375, 221, 208, 323, 256, 181, 234]","[28.3, 23.8, 21.9, 26.0, 21.7, 30.2, 17.3, 27.5, 29.6, 26.5]",0
21,29,4-Way,Residential,Late_Night,Weekday,5.75,0.91,-3.3,45,50.67,"[304, 181, 214, 233, 285, 260, 357, 209, 180, 339]","[33.3, 43.9, 35.6, 30.2, 38.6, 45.0, 34.4, 43.4, 44.3, 34.1]",0
11,44,Roundabout,Industrial,Midday,Weekday,3.72,0.76,-1.0,75,33.0,"[238, 328, 282, 236, 270, 215, 305, 305, 256, 261]","[62.5, 60.7, 65.6, 67.1, 72.8, 72.1, 68.4, 73.5, 62.8, 72.9]",0
4,37,T-Junction,Residential,Morning_Rush,Weekday,5.37,0.93,-0.4,75,6.56,"[210, 311, 249, 150, 286, 290, 227, 231, 242, 153]","[55.7, 74.0, 63.4, 76.8, 74.4, 75.3, 64.2, 59.5, 62.1, 65.3]",0
38,19,T-Junction,Residential,Evening_Rush,Weekday,4.58,0.61,2.7,75,78.24,"[362, 552, 579, 470, 495, 577, 635, 510, 629, 613]","[75.1, 67.0, 59.0, 58.4, 49.6, 43.7, 34.8, 28.0, 22.6, 11.3]",1
14,5,4-Way,Commercial,Evening_Rush,Weekday,2.17,0.7,7.5,75,18.6,"[194, 210, 227, 206, 266, 254, 319, 373, 186, 257]","[68.2, 67.4, 62.1, 62.9, 68.7, 62.8, 68.3, 66.3, 68.2, 62.7]",0
44,32,Roundabout,Commercial,Midday,Weekend,1.55,0.75,5.6,30,45.34,"[257, 205, 258, 316, 263, 266, 290, 179, 335, 197]","[31.4, 30.7, 22.5, 32.0, 29.5, 36.4, 28.0, 26.5, 24.4, 18.3]",0
7,46,Roundabout,Residential,Midday,Weekend,3.63,0.79,-7.1,45,46.38,"[234, 236, 263, 178, 238, 278, 283, 157, 285, 237]","[39.6, 28.7, 48.0, 41.4, 32.8, 42.4, 42.2, 46.6, 39.0, 40.6]",0
23,37,T-Junction,Commercial,Evening_Rush,Weekend,2.28,0.76,1.1,30,6.82,"[217, 279, 210, 205, 246, 188, 330, 346, 227, 180]","[28.7, 24.6, 32.9, 23.1, 29.7, 27.6, 23.6, 28.2, 31.4, 27.4]",0
18,14,4-Way,Industrial,Evening_Rush,Weekday,4.46,0.78,3.7,30,55.18,"[254, 206, 307, 302, 229, 243, 320, 193, 280, 222]","[35.9, 27.3, 33.3, 23.2, 20.8, 25.8, 28.3, 24.4, 30.8, 26.0]",0
36,14,Roundabout,Commercial,Evening_Rush,Weekend,1.14,0.83,3.1,75,17.76,"[145, 277, 205, 231, 327, 338, 221, 278, 222, 235]","[64.5, 58.9, 68.0, 68.9, 64.1, 72.9, 65.3, 64.3, 70.1, 59.8]",0
17,31,Roundabout,Commercial,Morning_Rush,Weekday,3.09,0.78,-3.1,30,71.18,"[295, 229, 299, 314, 282, 209, 187, 178, 305, 243]","[24.0, 26.3, 32.4, 30.9, 29.2, 30.2, 27.9, 28.5, 28.1, 27.0]",0
20,13,T-Junction,Commercial,Evening_Rush,Weekday,4.37,0.79,14.6,75,39.02,"[287, 268, 205, 276, 262, 280, 244, 290, 246, 286]","[65.2, 65.6, 70.5, 65.8, 78.5, 70.3, 67.6, 71.6, 65.1, 72.1]",0
48,41,Roundabout,Commercial,Evening_Rush,Weekday,0.0,0.63,-6.4,75,15.07,"[294, 312, 227, 188, 219, 235, 333, 359, 267, 250]","[65.8, 71.6, 78.4, 76.4, 73.2, 73.1, 71.7, 67.3, 63.8, 67.4]",0
38,7,Highway-Exit,Commercial,Late_Night,Weekend,9.33,0.43,-5.4,75,77.81,"[642, 454, 584, 517, 701, 545, 632, 529, 759, 429]","[76.0, 65.8, 60.6, 55.4, 48.8, 42.1, 35.3, 27.0, 21.3, 15.1]",1
13,35,Roundabout,Residential,Midday,Weekday,2.43,0.79,1.2,30,46.96,"[259, 246, 286, 254, 260, 230, 197, 257, 310, 272]","[22.9, 31.1, 25.3, 30.6, 25.2, 28.8, 24.4, 24.5, 19.2, 29.6]",0
14,21,4-Way,Commercial,Midday,Weekday,0.0,0.96,10.6,75,32.17,"[268, 271, 263, 211, 298, 299, 210, 276, 293, 226]","[66.0, 70.2, 59.9, 62.1, 62.6, 58.5, 72.9, 57.6, 69.2, 71.6]",0
48,37,Roundabout,Residential,Late_Night,Weekday,3.32,0.71,-4.2,30,38.07,"[235, 216, 261, 250, 300, 118, 204, 278, 252, 287]","[28.3, 26.3, 25.5, 38.6, 34.7, 29.5, 27.4, 29.7, 31.1, 29.1]",0
2,19,4-Way,Commercial,Late_Night,Weekend,4.85,0.22,-1.3,45,89.64,"[524, 778, 624, 801, 618, 575, 738, 630, 613, 479]","[46.3, 40.0, 36.1, 32.0, 29.9, 21.9, 20.6, 19.0, 10.5, 9.3]",1
44,23,T-Junction,Commercial,Midday,Weekday,2.84,0.86,5.4,75,26.02,"[218, 229, 332, 167, 288, 226, 223, 194, 287, 240]","[65.9, 68.0, 66.6, 57.5, 65.0, 72.0, 60.0, 62.1, 65.4, 63.9]",0
10,20,4-Way,Commercial,Morning_Rush,Weekday,4.98,0.83,-0.1,60,41.2,"[248, 195, 230, 247, 282, 312, 236, 344, 240, 291]","[63.7, 54.7, 47.1, 54.5, 50.9, 52.6, 63.9, 47.9, 55.5, 49.6]",0
2,27,4-Way,Industrial,Evening_Rush,Weekday,1.57,0.32,-1.7,60,78.94,"[569, 674, 631, 577, 535, 631, 770, 509, 791, 719]","[62.7, 55.3, 51.7, 42.0, 37.3, 34.9, 28.6, 22.4, 12.3, 11.1]",1
29,48,Highway-Exit,Commercial,Evening_Rush,Weekday,6.7,0.5,2.8,60,75.57,"[482, 649, 580, 537, 864, 703, 705, 820, 680, 522]","[58.2, 56.6, 45.2, 43.8, 34.3, 33.5, 29.7, 23.2, 19.2, 15.9]",1
5,22,4-Way,Residential,Morning_Rush,Weekday,4.14,0.43,1.4,60,81.92,"[585, 880, 621, 694, 538, 761, 704, 747, 605, 474]","[60.9, 51.3, 48.7, 44.4, 43.4, 34.0, 28.3, 22.5, 14.6, 12.2]",1
5,23,Roundabout,Commercial,Midday,Weekday,2.79,0.94,5.2,60,50.11,"[255, 201, 190, 225, 253, 227, 197, 264, 276, 256]","[51.2, 57.0, 53.0, 48.1, 59.2, 55.8, 53.4, 46.1, 50.3, 64.1]",0
30,38,4-Way,Residential,Late_Night,Weekend,6.55,0.55,6.5,30,16.74,"[174, 237, 249, 266, 175, 258, 165, 254, 217, 206]","[31.2, 25.8, 29.4, 29.5, 33.3, 21.0, 31.6, 27.1, 25.1, 21.3]",0
21,43,T-Junction,Commercial,Midday,Weekday,0.04,0.75,1.5,45,68.14,"[280, 203, 275, 346, 298, 319, 214, 288, 192, 238]","[49.2, 37.5, 46.1, 45.6, 45.9, 34.2, 43.1, 39.7, 45.9, 32.2]",0
20,22,4-Way,Residential,Late_Night,Weekday,5.9,0.0,1.5,30,100.0,"[636, 622, 400, 511, 416, 527, 654, 619, 616, 496]","[32.2, 27.3, 24.7, 23.9, 17.4, 17.1, 14.8, 10.2, 10.0, 7.0]",1
37,3,4-Way,Residential,Evening_Rush,Weekday,3.13,0.75,1.1,75,99.39,"[244, 243, 276, 289, 253, 306, 282, 160, 179, 309]","[66.3, 68.3, 73.2, 67.5, 67.7, 63.2, 69.3, 70.4, 64.6, 62.9]",0
37,45,4-Way,Industrial,Midday,Weekday,4.63,0.75,2.4,45,69.35,"[381, 245, 215, 285, 247, 195, 274, 207, 328, 274]","[39.1, 41.0, 45.0, 41.4, 51.1, 46.2, 42.9, 35.8, 39.8, 42.9]",0
5,3,T-Junction,Commercial,Late_Night,Weekday,1.31,0.77,0.3,45,24.07,"[208, 314, 201, 218, 221, 287, 209, 160, 304, 227]","[35.2, 36.7, 49.1, 37.2, 39.9, 38.3, 34.3, 36.8, 34.0, 45.3]",0
28,29,Roundabout,Commercial,Evening_Rush,Weekday,4.68,0.22,-0.0,45,68.63,"[610, 848, 529, 514, 753, 705, 638, 488, 774, 592]","[44.1, 43.3, 37.0, 30.7, 29.1, 23.4, 15.0, 15.2, 11.9, 6.7]",1
45,47,T-Junction,Commercial,Midday,Weekday,3.31,0.63,6.0,45,55.07,"[278, 211, 273, 188, 295, 186, 132, 311, 207, 337]","[43.3, 44.5, 45.7, 41.1, 41.1, 46.9, 41.1, 36.9, 43.4, 29.9]",0
10,27,Roundabout,Industrial,Midday,Weekend,3.56,0.91,7.6,60,55.67,"[315, 317, 309, 307, 245, 244, 188, 337, 225, 266]","[55.3, 47.3, 45.3, 54.0, 51.7, 53.6, 59.3, 55.1, 57.8, 56.2]",0
47,30,Roundabout,Residential,Morning_Rush,Weekday,5.98,0.62,-7.5,75,48.85,"[234, 199, 263, 254, 295, 242, 235, 238, 204, 322]","[73.2, 61.4, 71.5, 58.3, 72.4, 64.0, 69.3, 57.9, 61.5, 69.8]",0
21,32,4-Way,Residential,Midday,Weekday,0.46,0.82,0.1,45,65.04,"[214, 208, 319, 360, 296, 195, 338, 171, 234, 252]","[50.1, 45.1, 38.2, 35.8, 45.5, 37.8, 41.6, 33.7, 43.3, 42.9]",0
38,49,T-Junction,Commercial,Midday,Weekend,5.31,0.89,-3.4,45,37.54,"[187, 301, 277, 287, 231, 258, 253, 242, 258, 312]","[45.9, 34.6, 45.4, 46.5, 39.7, 43.0, 43.0, 36.3, 38.6, 44.3]",0
5,18,Highway-Exit,Commercial,Evening_Rush,Weekday,7.73,0.65,-1.6,60,32.67,"[225, 298, 315, 307, 348, 245, 258, 266, 246, 277]","[45.4, 55.0, 47.1, 49.2, 57.7, 53.0, 57.5, 52.9, 59.5, 52.8]",0
29,9,Roundabout,Commercial,Midday,Weekend,2.24,0.71,2.0,30,33.06,"[152, 261, 141, 177, 205, 199, 222, 197, 179, 327]","[23.6, 15.8, 25.2, 21.4, 22.6, 30.6, 24.8, 21.2, 29.2, 32.7]",0
42,24,Roundabout,Industrial,Midday,Weekday,0.42,0.92,3.3,30,57.17,"[276, 127, 194, 252, 237, 233, 200, 179, 350, 251]","[30.2, 27.0, 27.2, 26.7, 21.4, 19.4, 28.9, 27.9, 31.7, 30.7]",0
24,36,T-Junction,Residential,Midday,Weekday,2.19,0.85,-0.6,30,47.3,"[209, 306, 288, 284, 362, 352, 284, 278, 304, 220]","[24.2, 30.4, 22.7, 30.0, 27.8, 22.7, 27.1, 33.5, 27.4, 27.4]",0
35,12,Roundabout,Industrial,Late_Night,Weekend,3.03,0.74,-9.6,75,45.83,"[266, 272, 233, 267, 197, 210, 216, 273, 258, 243]","[71.0, 69.4, 66.1, 62.3, 63.4, 60.2, 68.2, 63.2, 65.0, 66.9]",0
0,5,Roundabout,Commercial,Midday,Weekday,4.13,0.92,-4.8,30,55.9,"[302, 296, 247, 313, 149, 343, 284, 255, 205, 228]","[30.0, 30.2, 30.3, 23.4, 22.4, 28.0, 30.8, 27.0, 34.4, 27.2]",0
21,29,Roundabout,Residential,Midday,Weekday,1.82,0.92,4.5,45,0.0,"[249, 283, 310, 182, 194, 234, 407, 236, 243, 280]","[45.4, 41.3, 46.3, 34.5, 36.7, 46.3, 40.6, 34.2, 33.9, 36.4]",0
8,22,Highway-Exit,Residential,Midday,Weekend,6.11,0.83,-13.7,60,46.2,"[250, 273, 233, 269, 228, 311, 377, 230, 273, 269]","[54.7, 57.3, 56.4, 51.6, 60.6, 55.0, 52.1, 66.2, 53.4, 55.3]",0
44,35,4-Way,Commercial,Midday,Weekday,0.77,0.71,5.9,60,44.37,"[258, 243, 272, 207, 279, 162, 185, 341, 187, 152]","[47.8, 62.7, 45.0, 49.2, 46.7, 52.6, 51.8, 51.6, 63.3, 48.0]",0
7,15,4-Way,Industrial,Midday,Weekday,0.0,0.76,2.6,30,73.38,"[244, 266, 200, 274, 230, 268, 244, 147, 315, 353]","[26.1, 22.5, 34.5, 36.5, 26.2, 25.9, 26.6, 18.6, 25.5, 35.6]",0
33,7,Roundabout,Industrial,Late_Night,Weekday,5.21,0.83,6.6,60,9.43,"[241, 197, 274, 216, 246, 186, 198, 286, 255, 211]","[54.6, 51.0, 50.1, 59.8, 57.9, 53.9, 54.7, 54.0, 56.4, 50.0]",0
15,15,4-Way,Industrial,Evening_Rush,Weekend,6.94,0.49,-1.0,45,75.83,"[686, 635, 573, 551, 684, 584, 530, 561, 676, 438]","[44.3, 43.1, 36.7, 33.5, 31.2, 26.8, 20.1, 16.7, 14.8, 10.9]",1
18,10,4-Way,Residential,Evening_Rush,Weekend,2.59,0.89,-10.3,30,41.51,"[245, 247, 263, 318, 303, 284, 196, 236, 238, 320]","[25.8, 33.3, 24.1, 24.5, 29.4, 34.8, 25.9, 14.2, 19.2, 28.5]",0
7,0,4-Way,Commercial,Morning_Rush,Weekday,10.0,0.39,2.2,45,85.32,"[452, 513, 601, 355, 562, 483, 450, 519, 493, 646]","[47.4, 40.3, 35.8, 32.2, 26.8, 22.4, 17.7, 14.3, 16.3, 7.6]",1
11,21,4-Way,Commercial,Midday,Weekday,2.98,0.65,6.4,75,73.52,"[102, 220, 170, 252, 247, 252, 247, 231, 177, 246]","[72.6, 76.6, 66.3, 66.9, 70.0, 75.0, 65.1, 71.0, 63.4, 69.1]",0
42,17,T-Junction,Industrial,Late_Night,Weekend,0.76,0.82,4.6,45,51.22,"[298, 185, 223, 297, 280, 301, 292, 232, 359, 256]","[25.2, 39.1, 38.2, 44.5, 38.2, 46.0, 43.3, 35.5, 39.8, 36.6]",0
40,35,4-Way,Commercial,Evening_Rush,Weekday,4.15,0.21,-3.3,45,87.17,"[618, 521, 607, 572, 584, 805, 563, 406, 701, 700]","[41.0, 39.6, 37.9, 34.0, 29.0, 25.0, 19.1, 12.2, 17.1, 7.1]",1
30,10,Roundabout,Residential,Late_Night,Weekday,2.9,0.74,0.4,45,44.85,"[258, 242, 294, 255, 257, 118, 208, 287, 282, 202]","[32.6, 41.1, 26.0, 34.8, 49.3, 47.7, 42.9, 42.0, 30.7, 36.8]",0
41,19,T-Junction,Residential,Midday,Weekend,3.32,0.62,-2.7,45,30.33,"[235, 214, 232, 314, 222, 232, 286, 179, 207, 213]","[40.8, 38.8, 38.9, 37.2, 35.1, 43.5, 38.8, 43.6, 34.9, 37.2]",0
32,9,T-Junction,Residential,Late_Night,Weekend,4.32,0.8,-4.1,75,39.43,"[238, 243, 287, 228, 287, 268, 244, 202, 287, 203]","[67.4, 67.2, 66.5, 65.6, 63.4, 59.4, 74.5, 65.0, 66.9, 66.8]",0
18,47,4-Way,Industrial,Midday,Weekend,0.92,0.79,4.8,30,25.69,"[304, 346, 257, 242, 193, 177, 161, 210, 145, 303]","[29.1, 25.7, 32.5, 21.6, 22.9, 17.3, 30.9, 22.9, 27.1, 32.0]",0
26,9,Highway-Exit,Commercial,Midday,Weekday,6.27,0.0,-6.0,45,75.29,"[737, 597, 638, 509, 768, 583, 608, 559, 719, 619]","[46.5, 41.7, 36.6, 34.9, 29.7, 23.1, 19.0, 17.3, 14.8, 12.3]",1
23,36,4-Way,Commercial,Evening_Rush,Weekday,6.63,0.0,-4.5,30,100.0,"[422, 602, 648, 629, 700, 665, 501, 498, 631, 699]","[30.3, 24.2, 22.6, 23.4, 18.6, 16.9, 16.1, 8.9, 7.8, 5.0]",1
48,49,Highway-Exit,Commercial,Late_Night,Weekday,2.02,0.18,-5.5,60,66.75,"[635, 677, 451, 599, 686, 414, 593, 478, 535, 349]","[62.8, 54.0, 47.7, 44.7, 36.6, 31.1, 31.0, 26.3, 16.1, 14.1]",1
27,21,Roundabout,Commercial,Morning_Rush,Weekday,1.74,0.92,-7.5,45,37.57,"[267, 179, 203, 327, 178, 364, 221, 329, 234, 289]","[47.5, 47.4, 37.6, 36.2, 40.1, 34.0, 41.7, 36.4, 45.9, 37.6]",0
